Order_ID,Customer_Name,City,Age,Product,Quantity,Price,Order_Date
1206,Anita,Hyderabad,45,Laptop,2,,19-03-2024
4909,Arjun,Hyderabad,25,Laptop,5,30000,14-02-2024
1074,Rahul,Chennai,,Headphones,2,,04-07-2022
4759,Anita,Delhi,25,Camera,-1,,02-05-2023
4932,Anita,Hyderabad,45,Mobile,3,,07-12-2023
8876,Rahul,Chennai,,Laptop,,30000,03-04-2024
5423,Anita,Bengaluru,35,Mobile,2,10000,22-02-2024
1138,Anita,Hyderabad,40,,-1,30000,08-12-2023
3814,Rahul,,200,,,15000,26-07-2023
4815,Kiran,Bengaluru,25,Headphones,1,20000,26-08-2023
5144,Rahul,Bengaluru,-5,Camera,1,,10-05-2022
6126,Arjun,Hyderabad,35,,,30000,09-04-2024
4696,Meghana,Mumbai,45,Tablet,2,15000,12-07-2024
4259,  Ramesh  ,bengaluru,30,Mobile,,-5000,16-10-2023
9276,  Ramesh  ,bengaluru,-5,,5,15000,18-03-2023
3223,Kiran,Bengaluru,40,Laptop,2,20000,28-11-2022
9711,Rahul,Delhi,200,,1,30000,27-10-2022
7943,Meghana,Bengaluru,,Tablet,3,10000,06-12-2023
3710,  Ramesh  ,bengaluru,45,Camera,,30000,02-09-2023
2895,Anita,,35,,5,15000,03-09-2023
3889,Sneha,HYDERABAD,30,Laptop,5,-5000,06-03-2023
2384,Rahul,bengaluru,35,,2,30000,20-05-2022
5759,Rahul,HYDERABAD,30,Headphones,-1,10000,09-01-2024
3801,Kiran,Delhi,40,,3,30000,19-12-2022
2828,  Ramesh  ,Chennai,200,Tablet,2,10000,08-09-2022
8450,,bengaluru,45,Camera,5,30000,03-06-2024
3720,,,35,Camera,2,30000,08-03-2023
2220,,Delhi,45,Headphones,3,20000,05-03-2023
9123,Meghana,Hyderabad,200,Mobile,5,30000,32-13-2022
9096,Sneha,Chennai,40,,1,10000,19-01-2022
5766,,Chennai,35,Headphones,3,-5000,08-06-2022
3472,Kiran,bengaluru,45,Mobile,,10000,01-05-2023
3983,Kiran,Mumbai,200,Camera,3,,11-08-2023
4791,  Ramesh  ,HYDERABAD,40,Camera,5,-5000,14-02-2023
5868,,Mumbai,30,Headphones,1,20000,22-11-2023
6779,Sneha,bengaluru,35,,,20000,25-03-2023
1223,Arjun,Hyderabad,-5,Camera,2,30000,02-09-2024
3368,  Ramesh  ,Chennai,40,Mobile,2,30000,26-01-2024
3196,  Ramesh  ,,25,Headphones,5,30000,22-07-2022
5603,Kiran,Bengaluru,40,Tablet,3,20000,28-09-2023
2241,Meghana,Bengaluru,25,Tablet,5,-5000,12-08-2023
8187,Rahul,Mumbai,-5,Tablet,-1,30000,26-11-2023
2093,Meghana,Delhi,-5,Laptop,1,10000,23-04-2022
7895,Kiran,,-5,,-1,-5000,22-01-2023
1844,Sneha,bengaluru,45,Laptop,,15000,15-12-2022
1100,Meghana,HYDERABAD,25,Tablet,5,10000,09-09-2022
7889,Sneha,HYDERABAD,-5,Tablet,,30000,04-09-2023
5444,Kiran,Bengaluru,45,Headphones,5,20000,06-02-2023
1689,Kiran,Chennai,25,Mobile,,-5000,11-12-2023
9405,Anita,Hyderabad,30,Headphones,5,30000,07-07-2024
5637,Meghana,Delhi,,Laptop,-1,15000,03-02-2022
6292,  Ramesh  ,Chennai,30,Mobile,3,20000,02-01-2022
6602,,Hyderabad,200,Mobile,,10000,25-07-2023
4621,Rahul,Mumbai,-5,Camera,3,,16-04-2023
5865,Arjun,Chennai,45,Headphones,-1,30000,26-07-2023
1250,Kiran,,200,Headphones,-1,10000,28-02-2023
2721,Sneha,bengaluru,30,Tablet,5,15000,30-06-2023
9615,Arjun,Mumbai,45,,2,10000,08-02-2022
7213,,bengaluru,35,Camera,5,10000,32-13-2022
1908,Anita,Bengaluru,,Tablet,2,10000,06-03-2023
2759,Rahul,Hyderabad,-5,Mobile,5,15000,02-10-2022
4771,Anita,bengaluru,40,Laptop,5,30000,22-04-2022
6811,Sneha,HYDERABAD,200,Laptop,5,20000,03-11-2022
6433,Arjun,Bengaluru,40,Camera,5,-5000,28-03-2023
2196,Sneha,Bengaluru,200,Headphones,3,15000,02-07-2024
3799,Arjun,Hyderabad,25,,3,,32-13-2022
8096,,,40,Tablet,,10000,27-01-2022
2101,Meghana,HYDERABAD,35,,2,,18-07-2023
9569,Arjun,bengaluru,,Laptop,5,30000,08-01-2023
3242,  Ramesh  ,Chennai,,Mobile,,,17-06-2022
4203,Kiran,Hyderabad,35,Camera,2,30000,31-07-2022
8211,Arjun,,40,,-1,,18-01-2023
8409,Meghana,Delhi,200,Mobile,1,-5000,32-13-2022
1362,Meghana,Mumbai,35,Headphones,5,-5000,16-11-2023
2587,Meghana,,35,Headphones,3,30000,04-04-2024
4300,Anita,Mumbai,-5,,,-5000,20-02-2024
5524,  Ramesh  ,bengaluru,25,Headphones,3,30000,13-01-2024
5494,Arjun,Hyderabad,25,Headphones,-1,30000,22-01-2023
5946,Rahul,Hyderabad,,,-1,,22-05-2024
2341,Meghana,Hyderabad,45,,,20000,29-11-2022
2556,  Ramesh  ,Chennai,-5,Laptop,-1,,03-10-2022
3256,Sneha,Bengaluru,25,Headphones,1,15000,03-05-2024
8805,Meghana,HYDERABAD,-5,Camera,-1,-5000,17-04-2023
2757,Kiran,,45,Headphones,5,15000,32-13-2022
2476,  Ramesh  ,HYDERABAD,200,Headphones,5,30000,16-06-2023
5737,Meghana,Mumbai,25,Mobile,5,30000,15-01-2022
2030,Meghana,HYDERABAD,,Camera,1,15000,31-05-2024
5421,Arjun,Mumbai,-5,Headphones,2,30000,09-11-2023
9553,Arjun,,200,Laptop,2,-5000,32-13-2022
1071,  Ramesh  ,bengaluru,-5,,-1,-5000,03-06-2023
2549,Kiran,Bengaluru,45,Headphones,5,30000,30-08-2022
8795,Kiran,,35,Laptop,1,,29-12-2023
7802,Kiran,Mumbai,45,Tablet,1,,19-07-2024
6879,Rahul,Chennai,35,,2,15000,32-13-2022
6187,  Ramesh  ,Mumbai,45,,5,,17-10-2023
3353,Meghana,,35,Camera,3,15000,10-06-2023
9166,Meghana,Hyderabad,25,Tablet,2,-5000,28-10-2022
7132,Anita,,-5,,,-5000,27-11-2022
2174,Sneha,,35,Mobile,3,30000,16-03-2022
5258,  Ramesh  ,Delhi,35,Mobile,,,32-13-2022
4232,  Ramesh  ,Bengaluru,40,Tablet,5,-5000,02-04-2022
2189,Meghana,Mumbai,30,Tablet,-1,20000,23-02-2024
8129,  Ramesh  ,Bengaluru,,Mobile,5,30000,32-13-2022
7200,Sneha,Mumbai,-5,Camera,,30000,16-04-2023
4258,Anita,Chennai,40,Mobile,,,09-02-2023
6891,  Ramesh  ,Hyderabad,35,Headphones,5,15000,25-07-2024
7898,Kiran,bengaluru,,Camera,1,20000,15-01-2023
5284,Kiran,bengaluru,45,Laptop,3,15000,27-05-2022
3283,,,200,Tablet,1,-5000,08-10-2023
1161,Arjun,HYDERABAD,,Mobile,1,20000,24-08-2023
3800,Rahul,Mumbai,40,Camera,-1,-5000,22-08-2024
9479,Sneha,HYDERABAD,-5,,1,30000,27-05-2022
8777,Sneha,,,Camera,3,,07-10-2023
8023,Rahul,Bengaluru,40,Camera,-1,15000,01-07-2023
3849,  Ramesh  ,Delhi,40,Camera,2,15000,02-03-2022
1195,Arjun,Hyderabad,40,Headphones,-1,15000,29-06-2022
7657,Rahul,HYDERABAD,200,Mobile,5,10000,32-13-2022
5941,Anita,bengaluru,45,,5,20000,27-02-2023
6782,Anita,bengaluru,30,Laptop,1,,12-03-2022
8446,Meghana,Bengaluru,45,,5,-5000,17-01-2024
9047,  Ramesh  ,Mumbai,200,Mobile,3,15000,12-06-2022
7047,Sneha,HYDERABAD,-5,Camera,3,15000,31-08-2023
4446,,HYDERABAD,35,Tablet,,10000,09-09-2022
1963,  Ramesh  ,bengaluru,35,,-1,-5000,26-06-2023
7016,,,25,Laptop,2,-5000,16-05-2024
9016,Anita,Bengaluru,30,Headphones,1,-5000,02-05-2024
4451,Meghana,bengaluru,,Laptop,,30000,17-11-2022
1132,Sneha,Hyderabad,-5,Laptop,3,15000,32-13-2022
5435,Sneha,HYDERABAD,45,,5,20000,04-06-2024
7560,Rahul,Bengaluru,-5,,1,-5000,32-13-2022
8933,Rahul,Mumbai,45,,-1,20000,04-08-2022
2824,  Ramesh  ,Chennai,45,Tablet,2,10000,04-12-2022
1496,Meghana,Delhi,30,Mobile,2,30000,24-11-2022
6233,Arjun,Mumbai,40,Mobile,1,20000,09-05-2023
2999,,bengaluru,30,Laptop,5,30000,03-01-2024
8124,Arjun,HYDERABAD,-5,Mobile,1,20000,07-02-2024
5184,Arjun,Chennai,-5,,1,,25-08-2024
8036,Arjun,Bengaluru,40,Tablet,2,15000,32-13-2022
7469,Arjun,Delhi,,Camera,5,30000,17-06-2023
9940,Sneha,Mumbai,-5,,1,30000,07-06-2024
9312,  Ramesh  ,Chennai,-5,Camera,5,-5000,25-07-2023
1571,  Ramesh  ,Hyderabad,-5,,5,-5000,32-13-2022
9044,Meghana,bengaluru,35,Camera,5,15000,10-07-2024
9646,Arjun,HYDERABAD,25,Camera,3,-5000,13-05-2022
3646,Sneha,,45,Mobile,2,,08-03-2023
6487,Anita,Mumbai,,Laptop,5,30000,02-03-2024
8844,Sneha,Chennai,45,,,,20-04-2023
4775,Meghana,Chennai,40,Laptop,,10000,32-13-2022
1539,Anita,Bengaluru,40,,,15000,17-02-2023
8058,Anita,Bengaluru,25,Mobile,-1,15000,12-09-2023
1947,Kiran,HYDERABAD,,Tablet,-1,,23-09-2024
8629,Sneha,Delhi,,Mobile,-1,30000,03-01-2024
2645,Kiran,Delhi,,Mobile,-1,20000,07-08-2023
4535,Anita,Chennai,30,Tablet,5,,22-07-2022
2565,Arjun,,-5,Laptop,5,30000,06-04-2024
8423,,,40,Headphones,3,-5000,18-06-2023
1938,,,30,,,10000,06-09-2023
7623,,Hyderabad,200,Tablet,2,-5000,24-01-2024
8295,Sneha,,35,Headphones,5,-5000,05-02-2023
7972,  Ramesh  ,Chennai,30,,1,10000,24-07-2022
3446,  Ramesh  ,Mumbai,35,Camera,3,20000,15-05-2024
8368,Sneha,bengaluru,35,Mobile,,20000,30-06-2024
9093,Rahul,bengaluru,200,Laptop,-1,-5000,32-13-2022
6750,Anita,Delhi,200,,,30000,32-13-2022
5559,Meghana,HYDERABAD,-5,,5,30000,22-09-2022
8979,,Mumbai,,Tablet,-1,-5000,32-13-2022
6239,Anita,Mumbai,35,,3,30000,11-05-2023
9162,Anita,bengaluru,40,Camera,-1,-5000,17-03-2023
6258,Meghana,Mumbai,40,Tablet,5,20000,18-03-2024
6060,Meghana,Bengaluru,,Laptop,5,20000,10-03-2023
4712,,bengaluru,35,Laptop,5,20000,32-13-2022
3931,Meghana,Chennai,45,Camera,2,-5000,04-01-2023
5646,Kiran,HYDERABAD,-5,Tablet,2,10000,26-11-2023
8848,Anita,bengaluru,-5,Headphones,2,30000,01-10-2023
5725,Anita,Bengaluru,-5,Laptop,,-5000,15-04-2022
8420,Rahul,Chennai,35,Laptop,,20000,30-06-2024
8788,Anita,,-5,Mobile,3,15000,20-07-2023
3832,Arjun,Hyderabad,40,Tablet,5,10000,14-08-2023
4367,Kiran,bengaluru,,Laptop,1,-5000,15-12-2023
4859,Rahul,Chennai,-5,Laptop,,20000,05-04-2023
8833,Arjun,bengaluru,-5,Laptop,1,15000,15-11-2023
8657,Arjun,Bengaluru,45,Laptop,2,10000,27-08-2024
7566,Anita,Delhi,-5,Headphones,2,20000,15-05-2024
7578,Arjun,Delhi,35,Laptop,2,15000,12-10-2023
9186,  Ramesh  ,Hyderabad,25,Headphones,,15000,02-07-2022
7142,Kiran,Mumbai,35,Headphones,5,-5000,28-03-2024
4551,Rahul,Delhi,35,Mobile,,10000,02-02-2022
9592,Kiran,Mumbai,-5,Camera,,,32-13-2022
8817,Sneha,Bengaluru,-5,Camera,5,30000,18-12-2023
5970,Rahul,bengaluru,40,Headphones,,,06-07-2024
6570,Arjun,bengaluru,35,Mobile,2,30000,12-05-2024
2828,Meghana,Chennai,35,Mobile,3,10000,06-03-2024
7233,Anita,Bengaluru,30,Tablet,1,15000,01-04-2024
5183,Meghana,Hyderabad,25,,3,30000,32-13-2022
7884,Sneha,Bengaluru,35,,1,10000,05-02-2023
9879,Meghana,Chennai,200,Camera,,20000,02-04-2022
9105,Rahul,Mumbai,,Tablet,3,,29-01-2024
8287,Sneha,Mumbai,-5,,3,,32-13-2022
2832,Arjun,HYDERABAD,200,Laptop,-1,20000,08-02-2023
9744,,Delhi,35,Laptop,-1,10000,24-06-2023
6214,Anita,bengaluru,30,Camera,5,15000,26-07-2022
3226,Rahul,HYDERABAD,35,Laptop,,-5000,29-05-2022
7689,Rahul,Bengaluru,25,Tablet,1,,32-13-2022
6471,Arjun,Delhi,35,Mobile,-1,,29-08-2022
7732,Rahul,bengaluru,40,Headphones,5,,16-06-2024
9706,Arjun,bengaluru,45,Tablet,3,20000,19-01-2023
2846,  Ramesh  ,HYDERABAD,30,Camera,-1,30000,18-01-2023
6622,,Chennai,35,,-1,30000,23-09-2022
3841,Arjun,Delhi,30,Mobile,5,-5000,12-06-2023
1292,,Bengaluru,25,Headphones,,-5000,14-03-2022
9971,Anita,Mumbai,200,,5,15000,11-06-2024
5760,,Mumbai,40,Laptop,,,11-06-2023
3521,,HYDERABAD,-5,,3,15000,32-13-2022
8619,Kiran,,40,Tablet,1,15000,04-01-2023
8391,Anita,Chennai,30,Headphones,-1,15000,32-13-2022
7475,Meghana,Bengaluru,30,Headphones,5,,25-01-2022
3064,Anita,HYDERABAD,45,Mobile,1,,17-02-2022
3575,Rahul,bengaluru,35,Camera,,30000,01-05-2023
5781,Arjun,Mumbai,40,Camera,2,15000,23-10-2023
3293,Sneha,Mumbai,35,Camera,3,30000,30-01-2024
1722,Rahul,Bengaluru,-5,Tablet,5,20000,06-06-2024
2256,Meghana,Bengaluru,200,Tablet,-1,30000,11-04-2024
4175,Rahul,Mumbai,45,Tablet,5,20000,11-01-2022
7060,Rahul,,45,Tablet,3,,26-01-2024
6874,Arjun,Chennai,40,Camera,5,10000,13-09-2024
8519,Kiran,Bengaluru,40,Laptop,-1,30000,09-04-2022
6203,Sneha,bengaluru,35,Mobile,,20000,13-04-2024
2417,Anita,,25,Camera,5,,11-04-2024
4535,Sneha,Mumbai,-5,Camera,-1,15000,19-12-2023
7910,Rahul,Bengaluru,200,Laptop,-1,30000,32-13-2022
5079,,Chennai,200,Mobile,2,30000,18-05-2023
6670,Meghana,,40,,5,15000,18-04-2023
6126,Anita,HYDERABAD,40,Camera,3,-5000,16-10-2022
1055,Meghana,Mumbai,30,Laptop,2,-5000,18-10-2022
7470,Arjun,Chennai,40,Headphones,,20000,12-05-2023
3048,Arjun,Chennai,-5,Tablet,5,,32-13-2022
6089,  Ramesh  ,Delhi,,Camera,2,20000,24-02-2022
6490,,HYDERABAD,30,Tablet,3,10000,10-06-2023
1002,Rahul,Hyderabad,200,,5,-5000,08-03-2023
3723,Rahul,Mumbai,35,,,10000,02-10-2023
3763,Arjun,Mumbai,25,Laptop,5,-5000,13-08-2022
6127,Arjun,Mumbai,,Mobile,5,20000,26-03-2023
8435,Arjun,Mumbai,40,Camera,3,-5000,15-11-2022
9572,Anita,Delhi,45,Laptop,5,30000,05-04-2022
7783,Arjun,Bengaluru,35,Laptop,1,10000,13-10-2022
6974,Kiran,bengaluru,35,Camera,,30000,05-11-2022
8730,Sneha,Mumbai,35,Camera,3,20000,11-01-2022
3964,Meghana,Chennai,200,Mobile,2,30000,27-06-2022
1760,Rahul,Mumbai,-5,Laptop,-1,10000,28-12-2023
6717,Rahul,Bengaluru,-5,Tablet,,30000,17-02-2023
1495,,Bengaluru,35,Camera,2,,32-13-2022
6238,Anita,Delhi,35,Tablet,1,,02-04-2022
